Unnamed: 0,Crisis,Year,Type of Crisis,Full Date
220,"Germany and Italy pursue territorial expansionist agendas. Germany demands the annexation of the Federal State of Austria and of other German-speaking territories in Europe. Between 1935 and 1936, Germany recovers the Saar and re-militarizes the Rhineland. Italy initially opposes Germany's aims for Austria, but in 1936 the two countries resolve their differences in the aftermath of Italy's diplomatic isolation following the start of the Second Italo-Abyssinian War, and Germany becomes Italy's only remaining ally. Germany and Italy improve relations by forming an alliance against communism in 1936 with the signing of the Anti-Comintern Pact. Germany annexes Austria in the Anschluss; the annexation of the Sudetenland follows negotiations which result in the Munich Agreement of 1938. The Italian invasion of Albania in 1939 succeeds in turning the Kingdom of Albania into an Italian protectorate. The vacant Albanian throne is claimed by Victor Emmanuel III of Italy.[3] Germany receives the Memel territory from Lithuania, occupies what remains of Czechoslovakia, and finally invades the Second Polish Republic, the last of these events resulting in the outbreak of World War II.",1935,Europe,
221,The Ethiopian Empire is invaded by the Kingdom of Italy during the Second Italo-Abyssinian War from 1935 to 1936. The occupied territory merges with Eritrea and Italian Somaliland into the colony of Italian East Africa.,1935,Africa,
222,"The Government of India Act 1935 creates new directly elected bodies, although with a limited franchise, and increases the autonomy of the Presidencies and provinces of British India.",1935,Asia ,
223,"Anglo-German Naval Agreement is signed in 1935, removing the Treaty of Versailles' level of limitation on the size of the Kriegsmarine (navy). The agreement allows Germany to build a larger naval force.",1935,Europe,
224,"The Silver Jubilee of George V was celebrated on 6 May 1935 to mark 25 years of King George V as the King of the United Kingdom and the British Dominions, and Emperor of India. It was the first ever Silver Jubilee celebration of any British monarch in history.",1935,England,
225,"The Government of India Act of 1935 is enacted by the Governor-General of India, separating British Burma to become a separate British possession and also increasing the political autonomy of the remaining presidencies and provinces of British India.",1935,Asia ,
226,"The 1935 Labor Day Hurricane makes landfall in the Florida Keys as a Category 5 hurricane and the most intense hurricane to ever make landfall in the Atlantic basin. It caused an estimated $6 million (1935 USD) in damages and killed around 408 people. The hurricane's strong winds and storm surge destroyed nearly all of the structures between Tavernier and Marathon, and the town of Islamorada was obliterated.",1935,Natural Disaster,
227,"In 1935, Kodachrome is invented, being the first color film made by Eastman Kodak.",1935,Technology,
228,"In 1935, Howard Hughes, flying the H-1, set the landplane airspeed record of 352 mph (566 km/h).",1935,Technology,
229,"In 1935, the British London and North Eastern Railway introduced the A4 Pacific, designed by Nigel Gresley. Just three years later, one of these, No. 4468 Mallard, would become the fastest steam locomotive in the world.",1935,Technology,1977-01-20 00:00:00
230,1936–1939 Arab revolt in Palestine.,1936,Middle East,
231,"Spanish Civil War (July 17, 1936 – April 1, 1939) – Germany and Italy backed the anti-communist Falange forces of Francisco Franco. The Soviet Union and international communist parties (see Abraham Lincoln Brigade) backed the left-wing republican faction in the war. The war ended in April 1939 with Franco's nationalist forces defeating the republican forces. Franco became Head of State of Spain and President of Government, and the Republic of Spain gave way to the Spanish State, an authoritarian dictatorship.",1936,Europe,
232,"Hitler pulls Germany out of the League of Nations, but hosts the 1936 Summer Olympics to show his new Reich to the world as well as the supposed superior athleticism of his Aryan troops/athletes.",1936,Sports,
233,The Spanish coup of July 1936 against the Republic marks the beginning of the Spanish Civil War.,1936,Europe,
234,"The Anglo-Egyptian treaty of 1936 is signed which gradually decreased British influence in Egypt and increased Egyptian sovereignty. It led to the withdrawal of British troops across Egypt to the Suez Canal Zone and decreased the number of British troops in the country to 10,000 men.",1936,England,
235,"The ""Great Purge"" of ""Old Bolsheviks"" from the Communist Party of the Soviet Union takes place from 1936 to 1938, as ordered by Soviet Union leader Joseph Stalin, resulting in hundreds of thousands of people being killed. This purge was due to mistrust and political differences, as well as the massive drop in grain produce. This was due to the method of collectivization in Russia. The Soviet Union produced 16 million lbs of grain less in 1934 compared to 1930. This led to the starvation of millions of Russians.",1936,Cold War,
236,"The Abdication of Edward VIII in 1936, gives the British Crown to George VI, 325 days after the death of his father George V. The Coronation of George VI and Elizabeth takes place in May 1937.",1936,England,
237,"In 1936, The first regular high-definition (then defined as at least 200 lines) television service from the BBC, based at Alexandra Palace in London, officially begins broadcasting.",1936,Technology,
238,"The bass guitar is invented by Paul Tutmarc of Seattle, Washington, in 1936.",1936,Technology,
239,"EMI research team, under Isaac Shoenberg, developed the 405-line (Marconi-EMI system), the first fully electronic television system in 1936.",1936,Technology,
240,"Second Sino-Japanese War (July 7, 1937 – September 9, 1945) – fought between the Republic of China and the Empire of Japan. It was the largest Asian war of the 20th century,[1] and made up more than 50% of the casualties in the Pacific theater of World War II.",1937,Asia ,
241,"Neville Chamberlain, Prime Minister of the United Kingdom (1937–1940), attempts the appeasement of Hitler in hope of avoiding war by allowing the dictator to annex the Sudetenland (the German-speaking regions of Czechoslovakia) and later signing the Munich Agreement and promising constituents ""Peace for our time"". He is ousted in favor of Winston Churchill in May 1940, following the German invasion of Norway.[2]",1937,England,
242,"Éamon de Valera introduces a new constitution for the Irish Free State in 1937, effectively ending its status as a British Dominion.",1937,Ireland,
243,"The 1937 World's Fair in Paris displays the growing political tensions in Europe. The pavilions of the rival countries of Nazi Germany and the Soviet Union face each other. Germany at the time was internationally condemned for Luftwaffe (its air force) having performed a bombing of the Basque town of Guernica in Spain during the Spanish Civil War. Spanish artist Pablo Picasso depicted the bombing in his masterpiece painting Guernica at the World Fair, which was a surrealist depiction of the horror of the bombing.",1937,Europe,
244,"Referendum in the Irish Free State in December 1937 on whether Ireland should continue to be a constitutional monarchy under King George VI or to become a republic results in citizens voting in favour of a republic, ending the remains of British sovereignty through monarchial authority over the state.",1937,Ireland,
245,Canadian Prime Minister W. L. Mackenzie King meets with German Führer Adolf Hitler in 1937 in Berlin. King is the only North American head of government to meet with Hitler.,1937,Canada,
246,"The German dirigible airship Hindenburg explodes in the sky above Lakehurst, New Jersey, United States on May 6, 1937, killing 36 people. The event leads to an investigation of the explosion and the disaster causes major public distrust of the use of hydrogen-inflated airships and seriously damages the reputation of the Zeppelin company.",1937,Natural Disaster,1/1980 - 7/1980
247,"The New London School in New London, Texas, is destroyed by an explosion, killing in excess of 300 students and teachers (1937).",1937,Natural Disaster,
248,"In 1937, flying the same H-1 Racer fitted with longer wings, the ambitious Hughes sets a new transcontinental airspeed record by flying non-stop from Los Angeles to Newark in 7 hours, 28 minutes, and 25 seconds (beating his own previous record of 9 hours, 27 minutes). His average ground speed during the flight was 322 mph (518 km/h).[11]",1937,Technology,
